deviceId;pozo;actividad;tipo_tuberia;tipo llave;conexion;tipo_conexion;fecha_hora_inicio;tiempo_cuna_cuna;torque_aplicado
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;153;sencillos ;2025-12-06 05:01:24;2,73;3867
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;154;sencillos ;2025-12-06 05:04:08;3,73;3212
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;155;sencillos ;2025-12-06 05:07:52;2,33;3114
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;156;sencillos ;2025-12-06 05:10:12;2,47;3870
ColpetroleumRsu8;MN-48;POOH ESP#9 PMM;TUBING 2 3/8 4,7 N-80 EUE;Llave Hidráulica;157;sencillos ;2025-12-06 05:12:40;2,93;3172
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;1;sencillos ;2025-12-07 13:23:18;1,93;4167
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;2;sencillos ;2025-12-07 13:25:14;3,07;4167
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;3;sencillos ;2025-12-07 13:28:18;4;4167
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;4;sencillos ;2025-12-07 13:32:18;2,33;4172
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;5;sencillos ;2025-12-07 13:34:38;2,4;4012
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;6;sencillos ;2025-12-07 13:37:02;1,87;4160
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;7;sencillos ;2025-12-07 13:38:54;2,48;4156
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;8;sencillos ;2025-12-07 13:41:23;1,87;4153
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;9;sencillos ;2025-12-07 13:43:15;2,73;4152
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;10;sencillos ;2025-12-07 13:45:59;1,93;4156
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;11;sencillos ;2025-12-07 13:47:55;1,8;4186
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;12;sencillos ;2025-12-07 13:49:43;1,8;4147
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;13;sencillos ;2025-12-07 13:51:31;56,27;4170
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;14;sencillos ;2025-12-07 14:47:47;1,73;4256
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;15;sencillos ;2025-12-07 14:49:31;1,53;4188
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;16;sencillos ;2025-12-07 14:51:03;1,42;4102
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;17;sencillos ;2025-12-07 14:52:28;1,47;4304
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;18;sencillos ;2025-12-07 14:53:56;1,67;4147
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;19;sencillos ;2025-12-07 14:55:36;1,4;4182
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;20;sencillos ;2025-12-07 14:57:00;1,53;4156
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;21;sencillos ;2025-12-07 14:58:32;1,53;4149
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;22;sencillos ;2025-12-07 15:00:04;1,33;4144
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;23;sencillos ;2025-12-07 15:01:24;1,47;4145
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;24;sencillos ;2025-12-07 15:02:52;1,47;4143
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;25;sencillos ;2025-12-07 15:04:20;1,6;4140
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;26;sencillos ;2025-12-07 15:05:56;2,33;4144
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;27;sencillos ;2025-12-07 15:08:16;1,53;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;28;sencillos ;2025-12-07 15:09:48;1,4;4142
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;29;sencillos ;2025-12-07 15:11:12;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;30;sencillos ;2025-12-07 15:12:40;1,53;4139
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;31;sencillos ;2025-12-07 15:14:12;1,33;4144
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;32;sencillos ;2025-12-07 15:15:32;2;4151
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;33;sencillos ;2025-12-07 15:17:32;1,33;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;34;sencillos ;2025-12-07 15:18:52;1,4;4143
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;35;sencillos ;2025-12-07 15:20:16;1,53;4178
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;36;sencillos ;2025-12-07 15:21:48;1,4;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;37;sencillos ;2025-12-07 15:23:12;1,33;4143
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;38;sencillos ;2025-12-07 15:24:32;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;39;sencillos ;2025-12-07 15:26:00;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;40;sencillos ;2025-12-07 15:27:28;1,47;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;41;sencillos ;2025-12-07 15:28:56;1,6;4146
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;42;sencillos ;2025-12-07 15:30:32;1,33;4140
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;43;sencillos ;2025-12-07 15:31:52;1,47;4140
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;44;sencillos ;2025-12-07 15:33:20;1,4;4148
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;45;sencillos ;2025-12-07 15:34:44;1,47;4150
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;46;sencillos ;2025-12-07 15:36:12;1,4;4373
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;47;sencillos ;2025-12-07 15:37:36;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;48;sencillos ;2025-12-07 15:39:04;1,6;4135
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;49;sencillos ;2025-12-07 15:40:40;1,6;4141
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;50;sencillos ;2025-12-07 15:42:16;1,47;4126
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;51;sencillos ;2025-12-07 15:43:44;1,53;4118
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;52;sencillos ;2025-12-07 15:45:16;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;53;sencillos ;2025-12-07 15:46:44;1,87;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;54;sencillos ;2025-12-07 15:48:36;1,67;4135
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;55;sencillos ;2025-12-07 15:50:16;1,73;4309
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;56;sencillos ;2025-12-07 15:52:00;1,73;4134
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;57;sencillos ;2025-12-07 15:53:44;1,8;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;58;sencillos ;2025-12-07 15:55:32;1,8;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;59;sencillos ;2025-12-07 15:57:20;2,27;4133
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;60;sencillos ;2025-12-07 15:59:36;22,22;4160
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;61;sencillos ;2025-12-07 16:21:49;1,47;4213
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;62;sencillos ;2025-12-07 16:23:17;1,47;4152
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;63;sencillos ;2025-12-07 16:24:45;1,4;4151
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;64;sencillos ;2025-12-07 16:26:09;1,87;4153
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;65;sencillos ;2025-12-07 16:28:01;1,67;4147
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;66;sencillos ;2025-12-07 16:29:41;1,73;4146
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;67;sencillos ;2025-12-07 16:31:25;1,47;4148
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;68;sencillos ;2025-12-07 16:32:53;1,47;4192
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;69;sencillos ;2025-12-07 16:34:21;1,4;4126
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;70;sencillos ;2025-12-07 16:35:45;1,67;4141
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;71;sencillos ;2025-12-07 16:37:25;1,67;4124
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;72;sencillos ;2025-12-07 16:39:05;1,8;4187
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;73;sencillos ;2025-12-07 16:40:53;1,4;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;74;sencillos ;2025-12-07 16:42:17;1,53;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;75;sencillos ;2025-12-07 16:43:49;1,6;4135
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;76;sencillos ;2025-12-07 16:45:25;2,13;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;77;sencillos ;2025-12-07 16:47:33;1,47;4131
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;78;sencillos ;2025-12-07 16:49:01;1,47;4138
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;79;sencillos ;2025-12-07 16:50:29;2,13;4132
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;80;sencillos ;2025-12-07 16:52:37;1,67;4136
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;81;sencillos ;2025-12-07 16:54:17;1,67;4101
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;82;sencillos ;2025-12-07 16:55:57;1,67;4135
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;83;sencillos ;2025-12-07 16:57:37;1,8;4135
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;84;sencillos ;2025-12-07 16:59:25;1,47;4235
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;85;sencillos ;2025-12-07 17:00:53;1,6;4137
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;86;sencillos ;2025-12-07 17:02:29;1,73;4131
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;87;sencillos ;2025-12-07 17:04:13;2,53;4107
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;88;sencillos ;2025-12-07 17:06:45;1,6;4123
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;89;sencillos ;2025-12-07 17:08:21;2,2;4127
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;90;sencillos ;2025-12-07 17:10:33;179,78;4088
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;91;sencillos ;2025-12-07 20:10:20;1,53;4206
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;92;sencillos ;2025-12-07 20:11:52;1,6;4204
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;93;sencillos ;2025-12-07 20:13:28;1,6;4196
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;94;sencillos ;2025-12-07 20:15:04;1,6;4207
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;95;sencillos ;2025-12-07 20:16:40;1,47;4173
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;96;sencillos ;2025-12-07 20:18:08;1,47;4163
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;97;sencillos ;2025-12-07 20:19:36;1,4;4165
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;98;sencillos ;2025-12-07 20:21:00;1,53;4174
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;99;sencillos ;2025-12-07 20:22:32;3,13;4306
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;100;sencillos ;2025-12-07 20:25:40;1,6;4359
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;101;sencillos ;2025-12-07 20:27:16;1,73;4303
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;102;sencillos ;2025-12-07 20:29:00;1,4;4293
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;103;sencillos ;2025-12-07 20:30:24;1,4;4315
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;104;sencillos ;2025-12-07 20:31:48;2,2;4161
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;105;sencillos ;2025-12-07 20:34:00;1,4;4325
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;106;sencillos ;2025-12-07 20:35:24;1,6;4316
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;107;sencillos ;2025-12-07 20:37:00;1,6;4327
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;108;sencillos ;2025-12-07 20:38:36;1,47;4320
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;109;sencillos ;2025-12-07 20:40:04;1,53;4371
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;110;sencillos ;2025-12-07 20:41:36;1,53;4313
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;111;sencillos ;2025-12-07 20:43:08;1,6;4310
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;112;sencillos ;2025-12-07 20:44:44;1,4;4287
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;113;sencillos ;2025-12-07 20:46:08;1,62;4313
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;114;sencillos ;2025-12-07 20:47:45;1,87;4320
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;115;sencillos ;2025-12-07 20:49:37;1,53;4221
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;116;sencillos ;2025-12-07 20:51:09;1,93;4315
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;117;sencillos ;2025-12-07 20:53:05;1,53;4312
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;118;sencillos ;2025-12-07 20:54:37;1,47;4309
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;119;sencillos ;2025-12-07 20:56:05;1,53;4314
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;120;sencillos ;2025-12-07 20:57:37;1,53;4314
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;121;sencillos ;2025-12-07 20:59:09;1,8;4309
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;122;sencillos ;2025-12-07 21:00:57;1,67;4311
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;123;sencillos ;2025-12-07 21:02:37;1,53;4316
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;124;sencillos ;2025-12-07 21:04:09;2,2;4316
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;125;sencillos ;2025-12-07 21:06:21;1,8;4314
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;126;sencillos ;2025-12-07 21:08:09;1,73;4313
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;127;sencillos ;2025-12-07 21:09:53;1,8;4311
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;128;sencillos ;2025-12-07 21:11:41;1,93;4294
ColpetroleumRsu8;MN-48;RIH BHA#1 LIMPIEZA_ARENA;DRILL PIPE 2 3/8 6,65 S135 NC26;Llave Hidráulica;129;sencillos ;2025-12-07 21:13:37;2;4260
